content,_id,like_counts,ip_location,created_at,total_number,user_name,gender,content_length
文化支持？？？[允悲]来点实际的好吗,5095304718456539,0,广东,Wed Oct 30 22:32:54 +0800 2024,0,Bobiii_,f,18
不是生不生的事，没遇见对的人，谈何生?,5095304157991361,0,福建,Wed Oct 30 22:30:40 +0800 2024,0,小太阳Jade,f,19
父亲陪产假,5095303849969279,0,北京,Wed Oct 30 22:29:26 +0800 2024,0,xxs小时,m,5
刚满三十的我，生娃之后失业了[微笑][微笑],5095302732189197,0,广东,Wed Oct 30 22:25:00 +0800 2024,0,柠檬树下瓜田里,f,22
婚姻制度什么时候消亡,5095302197675636,0,江苏,Wed Oct 30 22:22:53 +0800 2024,0,夏天yuyu----,m,10
教育医疗免费 不用鼓励三胎,5095301491200977,0,江西,Wed Oct 30 22:20:04 +0800 2024,0,wu_meng思37,f,13
[泪]收入六千多，房租两千多,5095300153218963,0,广东,Wed Oct 30 22:14:45 +0800 2024,0,一叶浮萍0907,f,14
能落实双休每天八小时比什么都强，在这bb半天，幽默,5095299833402754,0,浙江,Wed Oct 30 22:13:29 +0800 2024,0,0利姆露旦那0,m,25
生了个娃公司把两万的生育津贴黑了然后跑路了[允悲],5095299117227568,0,湖北,Wed Oct 30 22:10:38 +0800 2024,0,宫纯,f,25
把教育法改一下再说吧，上了一天班回家还要教孩子读书写字，最重要的是现在不教aoe又不教笔画，我教的是我小时候老师教我的，现在的小孩又说不对，现在的书改来改去我也不会[摊手][摊手][摊手],5095298651657891,1,广东,Wed Oct 30 22:08:47 +0800 2024,0,壞壞的蝦米醬,m,94
我可不敢生，家庭就是负担，何必给自己的人生添麻烦？自由自在多好。,5095298617837135,0,广东,Wed Oct 30 22:08:39 +0800 2024,0,橘部有雨-,f,32
社会不再鼓励加班，企业落实加班费制度。房价便宜，教育轻松。社会不再这么卷，谁会不生呢,5095297898514210,1,上海,Wed Oct 30 22:05:47 +0800 2024,0,西班牙的葡萄猫,m,42
别直面啊，有问题应该掩盖住，要歌颂才对！,5095296979961703,0,四川,Wed Oct 30 22:02:09 +0800 2024,0,妙斋君,m,20
严格落实公共场所禁烟,5095296273222703,0,重庆,Wed Oct 30 21:59:20 +0800 2024,0,jessie闭关了,m,10
为什么怀孕还要7个月才能不上夜班,5095287737812054,0,重庆,Wed Oct 30 21:25:24 +0800 2024,0,黑凤梨太多,f,16
让有钱有能力的人多生点孩子就是了，能者多劳。,5095287066200777,1,江苏,Wed Oct 30 21:22:45 +0800 2024,0,舟小古月,f,22
房子怎么解决呢 不要首付不要利息吗,5095286944566083,0,福建,Wed Oct 30 21:22:16 +0800 2024,0,用户evscqng1qy,m,17
没时间带娃啊  先解决这个问题可以吗,5095285458209051,0,江苏,Wed Oct 30 21:16:22 +0800 2024,0,与作业干架就是我,f,18
先给解决下生娃前后，还能保住老婆工作再说,5095284985827210,0,泰国,Wed Oct 30 21:14:29 +0800 2024,0,-JayFzh-,m,20
文化支持管p用啊,5095284395213376,0,上海,Wed Oct 30 21:12:07 +0800 2024,0,Lxyuuuuu__,f,8
少生优生，幸福一生！这个观念已经深入人心了，从小口号喊到大的[doge]我觉得很对，坚决贯彻！,5095284079854376,0,安徽,Wed Oct 30 21:10:53 +0800 2024,0,这是什么绝世小可爱芭比,f,47
取消中考 普及高中,5095280097629018,1,北京,Wed Oct 30 20:55:04 +0800 2024,0,马丹黑妞sexygirl,f,9
这是在干什么,5095278396572395,0,山东,Wed Oct 30 20:48:17 +0800 2024,0,椰子味爱玉冻kkk,f,6
哇太棒了呢，大家这下要扑通扑通的生了捏～,5095277554303193,1,山西,Wed Oct 30 20:44:56 +0800 2024,0,星辰以北U,m,20
孩子初一每天晚上12点睡觉，我不想再生一个让他（她）再受这个罪了,5095275360158179,1,安徽,Wed Oct 30 20:36:13 +0800 2024,0,夕缘19831,m,32
不想嫁[喵喵][喵喵][喵喵],5095275108237897,0,广东,Wed Oct 30 20:35:13 +0800 2024,0,肥婆lan,f,15
先解决35岁失业,5095272950796300,1,上海,Wed Oct 30 20:26:40 +0800 2024,0,一整个大做特做PPT,f,8
现在的生活太幸福啦,5095272824965399,0,广西,Wed Oct 30 20:26:10 +0800 2024,0,发条橙00953,m,9
“鼓励”“文化支持”,5095272816579774,0,福建,Wed Oct 30 20:26:08 +0800 2024,0,995啦Zzzz,m,10
下一步强行配种[doge],5095272549453029,0,英国,Wed Oct 30 20:25:04 +0800 2024,0,Clarice_M,f,13
还友好？前几年是怎么限制不让大家生的？,5095271057329510,0,广东,Wed Oct 30 20:19:08 +0800 2024,0,一个不资深的媒体人,f,19
以前去哪了[doge],5095270969511096,0,上海,Wed Oct 30 20:18:47 +0800 2024,0,盗版李贤璞,m,11
生一个奖励100万[污],5095270876714552,0,广东,Wed Oct 30 20:18:25 +0800 2024,0,笨貓鑫,f,12
农村小学，学校强制合并，收取延时课后服务费，算不算变相收费？加上餐费，一学期2000左右，说减负其实是在增加负担。,5095270674858924,0,北京,Wed Oct 30 20:17:37 +0800 2024,0,QYF雨中漫步,m,57
光鼓励支持有啥用？,5095270578392433,0,福建,Wed Oct 30 20:17:14 +0800 2024,0,爱尔兰的晚风niu,f,9
@拾柒crystal：年轻人忙着加班消耗身体，没有时间生，没有时间备孕 没有体质怀孕[微笑],5095270238916227,0,安徽,Wed Oct 30 20:15:53 +0800 2024,0,拾柒crystal,f,46
年轻人忙着加班消耗身体，没有时间生，没有时间备孕[微笑],5095269975462777,0,安徽,Wed Oct 30 20:14:50 +0800 2024,0,拾柒crystal,f,28
离婚难上加难，谁敢轻易结婚啊,5095269379342587,0,北京,Wed Oct 30 20:12:27 +0800 2024,0,努力做一个狠人,f,14
先把35岁招人规则取消了，实行双休，天天累的像牛马,5095269186143417,0,江苏,Wed Oct 30 20:11:42 +0800 2024,0,亲亲优_1981,f,25
鼓励股票、鼓励房地产、现在鼓励生娃[打call]好牛呀！阿拉丁神灯都关了还在许愿呢,5095268040576950,0,广东,Wed Oct 30 20:07:09 +0800 2024,0,宝贝晴天agg5,f,41
985毕业选择去北漂，现在在家全职带娃[二哈]，是我不想工作么？太难了,5095267745667133,0,河北,Wed Oct 30 20:05:59 +0800 2024,0,一支甜甜圈0,f,35
上班太累了，支棱不起来[打call],5095988295372245,0,湖南,Fri Nov 01 19:49:11 +0800 2024,0,无敌霹雳金甲虫,m,18
延迟退休、就业前景恶劣、住房医疗得不到保障，在这样的大环境下除非家里环境优渥，否则根本不适合孕育生命,5096469711291594,0,广东,Sun Nov 03 03:42:09 +0800 2024,0,zwatin,f,50
我们生育补贴发放2年后，现在全部要退回去，广东地区，搞笑吧，孩子生了就把钱收回去,5096308665224299,0,广东,Sat Nov 02 17:02:13 +0800 2024,0,仙女_9534,f,40
什么时候社会职场和公务员待遇一样我就生，和公务员一样也是朝九晚五，五点就下班，和公务员一样社保和公积金顶格买，和公务员一样周末双休节假日放假，中午午休两个小时。,5096191739822267,0,四川,Sat Nov 02 09:17:35 +0800 2024,0,穗籽鎏,f,80
没钱，没空，没精力，滚,5096079563425189,0,浙江,Sat Nov 02 01:51:51 +0800 2024,0,剜下的蝉鸣是振动的喉咙,m,11
如果像我们那一代大多数父母的养育方法，那生个孩子养大确实花不了什么钱，只要饿不死就行，我还是吃奶粉长大的呢，也不用关心什么孩子的心理健康，初中就义务教育不用收学费了，没有补过课没有上过任何培训班特长班兴趣班，没有去参加过任何校外需要额外花钱的竞赛，现在的孩子你可以这么养但你不慌吗,5095499137025895,0,重庆,Thu Oct 31 11:25:27 +0800 2024,0,我是美美的韩美美,f,140
好像说了，又好像没说，主打一个文字游戏，这叫直面？加班问题，彩礼问题，社会分配不均的问题是只字不提啊,5095498560834924,0,陕西,Thu Oct 31 11:23:09 +0800 2024,0,我是你前生,m,50
生孩子？生了就得养，否则就是遗弃罪，问题来了，你给我钱养吗[二哈]200W一个，给我打钱立马生[二哈],5095497559705454,0,辽宁,Thu Oct 31 11:19:10 +0800 2024,0,恶人自有恶人磨1,m,51
看过几次生殖科，贵得离谱还不得报销,5095474772050467,0,广东,Thu Oct 31 09:48:37 +0800 2024,0,冷淡少女bing,f,17
工作都找不到，生个鸡毛,5095473213870207,0,山东,Thu Oct 31 09:42:26 +0800 2024,0,陈牛肉sama,f,11
经济基础决定上层建筑，再多举措也没有用的，治标不治本。 有些国家直接发钱都不行，更别说你这有的没的了,5095465882223648,0,上海,Thu Oct 31 09:13:18 +0800 2024,0,Otterer,m,50
已婚未育找工作，面试官第一句就问你的生育情况,5095464824996525,0,陕西,Thu Oct 31 09:09:05 +0800 2024,0,改一个微博名字吧hey,f,22
说了一堆不具备操作性、实效性的正确的废话。,5095463214383310,0,四川,Thu Oct 31 09:02:41 +0800 2024,0,是顺风顺水的小蒲呀,f,21
先落实其他的吧 我们公司员工工作8 h下班后依旧要关注工作 双休亦是 加班无工资 且我们的工作下班了不得不关注 现在大面积裁员 公司为了低成本裁员 恶意连续几月绩效考核 说达到了裁员的标准 说合法[doge] 或者就是直接找吃饭刷卡记录 说次数达到了开除的地步 其实就是想恶意裁员,5095462971376625,0,浙江,Thu Oct 31 09:01:44 +0800 2024,1,总会遇见彩虹的,f,140
连问题都找不准还叫直面啊，问题是生出来谁带呢，放个假都扣扣嗖嗖调来调去的，还让人生孩子呢，孩子半岁就送去上学吗？,5095461996469106,0,陕西,Thu Oct 31 08:57:52 +0800 2024,0,美滋滋的蟹黄堡,f,56
生什么生[doge]结婚的公司不要，生育的公司不要，保险是拿不到的，生育是要催的，精子是不行的，那么多问题，到底是谁一直不作为？到底是谁一直到现在还在混淆视听颠倒黑白？[doge],5095459884368733,0,浙江,Thu Oct 31 08:49:28 +0800 2024,0,Bai_Echo,f,90
根本就不是补贴的事，无痛3000是花不起么[doge]一个孩子上幼儿园之前老人要看三年吧，如果老人不能帮忙呢，三岁之前的社区托幼很重要，现在的托幼5000起，找个日班阿姨只会更贵，上学之后学区房，一对一更是负担不起，学出来还不见得有工作，所以别再假大空，根本没用,5095459492464485,0,天津,Thu Oct 31 08:47:55 +0800 2024,0,湄水,f,131
“加快完善，积极推进，优先考虑，balabalabala ”别再画饼了行吗。[怒],5095458424488859,0,广东,Thu Oct 31 08:43:40 +0800 2024,0,meme700000,m,41
闲死的太晚，生的太少[二哈],5095457168820700,0,甘肃,Thu Oct 31 08:38:41 +0800 2024,0,啊啊啊起枫了,m,14
母职惩罚这个很好,5095455907906585,0,新疆,Thu Oct 31 08:33:39 +0800 2024,0,Gabsksbhnsjnsins,m,8
就这教育环境，生个毛,5095455015570931,0,广东,Thu Oct 31 08:30:07 +0800 2024,0,闪光FS,m,10
工作都找不到，狗都养不起还养人[允悲],5095454260334674,0,福建,Thu Oct 31 08:27:07 +0800 2024,0,浪漫的兴宝,f,19
35岁老阿姨一枚，想生不敢生,5095454020735866,0,北京,Thu Oct 31 08:26:10 +0800 2024,0,琳琅2587,f,14
要不是我现在正在怀孕中，我就真的信了能领这么多[笑cry],5094775581841650,898,湖南,Tue Oct 29 11:30:18 +0800 2024,60,Tracer-Lucky,f,29
一分钱没有,5094778543014561,326,辽宁,Tue Oct 29 11:42:03 +0800 2024,10,lilian莫若儿,f,5
体制内没有补贴…,5094780922496692,121,河南,Tue Oct 29 11:51:31 +0800 2024,6,tutu-dream,f,8
产检都是自费 哪有补贴 总说鼓励生育[允悲],5094779052886659,282,北京,Tue Oct 29 11:44:05 +0800 2024,31,可以每天吃冰淇淋吗,f,22
补助到底在哪里天天在这瞎说？？？？,5094779686487380,180,安徽,Tue Oct 29 11:46:35 +0800 2024,9,田园向往_fy,f,17
我没有工作，我老公不交社保，全自费，唯一报销了一个居民保险,5094779721354066,41,湖北,Tue Oct 29 11:46:45 +0800 2024,17,跟着你去旅行C,f,29
产假工资都拖，说这些都是虚的，别生，千万别生,5094779442957618,84,广西,Tue Oct 29 11:45:38 +0800 2024,0,周筱沫Amy,f,22
灵活就业人员有没有,5094781133521371,12,中国澳门,Tue Oct 29 11:52:20 +0800 2024,5,dushejfisjehdusjd,f,9
感谢分享[老师爱你],5094771483738904,1,山东,Tue Oct 29 11:14:00 +0800 2024,0,粥yeahhhh,f,10
主动一点直接打我银行卡上，不行吗？这里领那里领，跑来跑去烦死了[哼],5094805271479587,12,湖北,Tue Oct 29 13:28:16 +0800 2024,4,O吃不饱的o_o大可爱O,f,34
好的，感谢分享#生育补贴# ,5094772241596652,0,重庆,Tue Oct 29 11:17:00 +0800 2024,0,漫追漫1,f,14
只有一个生育津贴，其他的没看到[允悲][允悲][允悲],5094788279566389,4,福建,Tue Oct 29 12:20:44 +0800 2024,5,蘑菇蘑菇开花了-,f,27
@老公不在随便爬墙 你信吗？,5094940483257038,0,山东,Tue Oct 29 22:25:32 +0800 2024,2,萌馨雅薇,f,14
体制内没有补贴…,5098181366389022,1,黑龙江,Thu Nov 07 21:03:40 +0800 2024,0,萝卜头0811,f,8
[嘻嘻]生了，补贴给单位,5094783216780239,5,广东,Tue Oct 29 12:00:38 +0800 2024,3,ms耶耶叶,f,12
图片评论 http://t.cn/A6ncIV9k,5094819024601786,11,云南,Tue Oct 29 14:22:55 +0800 2024,0,shenghaha-1203,f,25
@就是壴加嘉7吖 [doge],5094783615504188,0,广东,Tue Oct 29 12:02:13 +0800 2024,2,staycoolnlethimfool,m,15
@修狗还不睡吗 @天天睡觉都很困 @让我去梦游 记得领哈你们,5094855595003302,0,四川,Tue Oct 29 16:48:14 +0800 2024,2,猫猫鱼罐头o,f,30
@Acvocadooo 卧槽卧槽,5094785587874523,0,山东,Tue Oct 29 12:10:03 +0800 2024,2,centerlessQ,m,16
@帽子飞不走 看看,5094783204200646,0,北京,Tue Oct 29 12:00:35 +0800 2024,2,飞鸟在深海,f,9
@大喊一声有我在,5094811799392717,0,四川,Tue Oct 29 13:54:13 +0800 2024,1,Ni比今晚的月亮还月亮_,f,8
@大爱丫丫1997,5094792040026447,0,江苏,Tue Oct 29 12:35:42 +0800 2024,1,得得得得得得nn,f,9
@小丸子同学花轮,5094783653516588,0,福建,Tue Oct 29 12:02:22 +0800 2024,1,奶狮_Naishi,m,8
好政策哈哈,5094782189438634,0,北京,Tue Oct 29 11:56:33 +0800 2024,0,查丽莎,f,5
只有一个生产津贴,5094780627585768,4,重庆,Tue Oct 29 11:50:21 +0800 2024,1,羊肉泡馍加个饼_,m,8
对我来说爸爸能放半年假陪我在家带孩子才是正道[doge],5094789791876532,10,吉林,Tue Oct 29 12:26:45 +0800 2024,0,鞠家二小K,f,28
太低了，还有限制条件,5094781863330701,3,日本,Tue Oct 29 11:55:15 +0800 2024,0,蹲在角落里看星星,f,10
要鼓励生育，还不如直接免费产检，免生产费,5094857504721272,1,贵州,Tue Oct 29 16:55:49 +0800 2024,0,盛世美颜我姐姐,f,20
@ofelia_Yu 有时间可以去问问 有些我俩是赶不上了[允悲],5094830770487857,1,浙江,Tue Oct 29 15:09:35 +0800 2024,1,流哈喇子的小肥喵丶,m,33
生不生主要是看自己意愿。本身也指望不上这些,5094797341622846,1,安徽,Tue Oct 29 12:56:45 +0800 2024,0,犀牛小宇宙,f,21
@恭喜你被我恭喜了-,5094780874785890,1,辽宁,Tue Oct 29 11:51:19 +0800 2024,0,美美9-,f,10
@小蓝姐姐886,5094916760539496,0,广东,Tue Oct 29 20:51:17 +0800 2024,1,lmtm-茶,f,8
@巴啦啦乔,5094855765657512,0,河北,Tue Oct 29 16:48:55 +0800 2024,1,蜗牛小姐ma,f,5
@是枚小土豆,5094838198339233,0,福建,Tue Oct 29 15:39:06 +0800 2024,1,爱吃_小土豆,m,6
@HuaChi_i,5094832385032825,0,黑龙江,Tue Oct 29 15:16:00 +0800 2024,1,哦雷_哇,f,9
@韩尚宁宁,5094823535314009,0,陕西,Tue Oct 29 14:40:51 +0800 2024,1,王雯娟_,f,5
@勤奋好学爱岗敬业的好少年,5094815241340507,0,吉林,Tue Oct 29 14:07:53 +0800 2024,1,Rukawa11丶,m,13
@玖贰周周,5094813247997375,0,福建,Tue Oct 29 13:59:58 +0800 2024,1,周周周是周萍,f,5
产检都不给批假 ～呵呵,5094806499626830,2,北京,Tue Oct 29 13:33:09 +0800 2024,0,迷路的Akina,f,11
@满船清梦加星河,5094803747897364,0,湖北,Tue Oct 29 13:22:12 +0800 2024,1,肖疯子-,m,8
@Misakoo_,5094803578555328,0,贵州,Tue Oct 29 13:21:33 +0800 2024,1,懋ii,m,9
@第三课内容就此展开,5094803313003785,0,江苏,Tue Oct 29 13:20:29 +0800 2024,1,_桔子味汽水,m,10
@飞飞鱼酷酷雷,5094802289328436,0,湖北,Tue Oct 29 13:16:24 +0800 2024,1,球状嗑学家,f,7
@一只猫uu20863 留,5094795619867554,0,浙江,Tue Oct 29 12:49:55 +0800 2024,1,小炮炮丶炮,m,13
@家里有个大大莉莉酱 [吃瓜],5094790134237503,0,重庆,Tue Oct 29 12:28:07 +0800 2024,1,玫瑰色玻璃中看你,f,15
@脑袋没空m,5094785817776608,0,河南,Tue Oct 29 12:10:58 +0800 2024,1,蒙多的36a,m,6
@Monster-阿怪,5094785253639179,0,浙江,Tue Oct 29 12:08:43 +0800 2024,1,曼曼在烦恼什么啊,f,11
@陈陈努力不变沉,5094783121097522,0,北京,Tue Oct 29 12:00:15 +0800 2024,1,拥伱z,f,8
@Aurura红,5094781738814640,0,辽宁,Tue Oct 29 11:54:46 +0800 2024,1,蓝瓜浩,m,8
@一口一个头宝宝,5094781164455072,0,辽宁,Tue Oct 29 11:52:29 +0800 2024,1,咿呀依一呀,f,8
@Luoyulinger,5094780694694145,0,河南,Tue Oct 29 11:50:37 +0800 2024,1,小罗在2024,m,12
到时候人家可能就让来微博上领了,5094853059020557,0,山东,Tue Oct 29 16:38:10 +0800 2024,0,我是晗晗晗晗晗,f,15
这跟养孩子的长远花销比，杯水车薪啊。而且还不能抵消各种焦虑。特别孩子上学后各种卷,5094852987716803,0,北京,Tue Oct 29 16:37:53 +0800 2024,0,Rorororo123,f,40
@万万万万万万穗 mark,5094843336363840,0,四川,Tue Oct 29 15:59:32 +0800 2024,0,Kum-Ask,m,13
怀孕中，没有任何补贴，除了刷医保的时候统筹的那一小小小部分。,5094842455557002,0,四川,Tue Oct 29 15:56:01 +0800 2024,0,牛奶牌牛奶丶,f,30
mark~,5094818418262824,0,北京,Tue Oct 29 14:20:30 +0800 2024,0,梨子蟹蟹椰,f,5
@每天都要甜t,5094811750891562,0,江苏,Tue Oct 29 13:54:00 +0800 2024,0,冰冻椰子水__,f,7
生出来干嘛，做牛马嘛,5094805602568990,0,广东,Tue Oct 29 13:29:35 +0800 2024,0,超级无敌居居侠,m,10
这个补贴看着还行,5094799019610888,0,广东,Tue Oct 29 13:03:26 +0800 2024,0,一只废柴罢了,m,8
发钱是一回事 立马到账又是另一回事,5094793958921789,0,上海,Tue Oct 29 12:43:19 +0800 2024,0,害怕失眠的doge,f,17
还是要先交钱还要交满还要各种手续齐全还不一定能领到手[吃瓜],5094793870313319,0,浙江,Tue Oct 29 12:42:58 +0800 2024,0,Wx不吃榴莲,f,30
[跪了]哪有这么多补助，公司就怕给你多发钱[太开心],5094793203420040,0,湖南,Tue Oct 29 12:40:19 +0800 2024,0,AsiaPrincess_小璠,f,26
就是30天内跑的地方有点多，可以一站式在一个地方把这个事情全部办好就行了。,5094792107134957,1,新疆,Tue Oct 29 12:35:58 +0800 2024,0,残缺的浪漫,f,37
多办点公立学校比啥都强,5094791718636877,1,湖南,Tue Oct 29 12:34:25 +0800 2024,0,Beokayyyyy,f,11
这点钱有什么用,5094790410536664,0,云南,Tue Oct 29 12:29:13 +0800 2024,0,我想变成1海绵宝宝2来逗你笑3,f,7
快吃大饼[吐],5094787785165136,0,广东,Tue Oct 29 12:18:47 +0800 2024,0,Lydia-K8,f,7
@夕牙儿77球球,5094787143435434,0,浙江,Tue Oct 29 12:16:14 +0800 2024,0,卟噜卟哩豆,f,8
先收藏 [微笑],5094785096616820,0,四川,Tue Oct 29 12:08:06 +0800 2024,0,旺旺小金猪iii,f,8
不好好教养孩子有个屁用,5094784662244024,0,北京,Tue Oct 29 12:06:23 +0800 2024,0,吸猫派掌门,f,11
拿自己的工资去补罢了,5094783545246232,0,广西,Tue Oct 29 12:01:55 +0800 2024,0,花妖成海王子不曾离开,f,10
没工作的人呢,5094783529783245,1,海南,Tue Oct 29 12:01:53 +0800 2024,0,echo亮亮,f,6
没有社保不是体制内  这些就别想了[doge],5094783402381633,0,陕西,Tue Oct 29 12:01:22 +0800 2024,0,---骑鱼的猫,m,23
@大大大大大大_夢,5094783083876877,0,云南,Tue Oct 29 12:00:06 +0800 2024,0,变身余胖子,f,9
@1咔咔_咔咔 。。。好无语这领取条件，尤其是那个女方无业男方交保险的。。,5094782596285704,0,天津,Tue Oct 29 11:58:10 +0800 2024,0,小小心毅-17,f,37
就这我不得努力生一个足球队啊[允悲],5094782516332478,0,上海,Tue Oct 29 11:57:51 +0800 2024,0,AmyRJL,f,18
我只有生育津贴啊,5094782116301261,0,广东,Tue Oct 29 11:56:15 +0800 2024,0,14_Month,f,8
@永日师傅,5094782055485608,0,湖北,Tue Oct 29 11:56:01 +0800 2024,0,大舒包,f,5
婴儿定额2000…这营销号发微博之前都不看书的啊,5094780220475608,0,江苏,Tue Oct 29 11:48:43 +0800 2024,0,樱桃呀么小樱桃Zzz,f,24
[微笑]不想说话,5094780124267758,1,安徽,Tue Oct 29 11:48:21 +0800 2024,0,万万亿-,f,8
早点给点力不行,5094779108987865,0,浙江,Tue Oct 29 11:44:19 +0800 2024,0,风语祝,f,7
领个粑粑，就不能医院查出怀孕记录就按月按时打到孕妇卡里么？（我知道我在做梦）,5094800476342524,2,浙江,Tue Oct 29 13:09:13 +0800 2024,0,艾可鱼_,f,38
五险一金都做不到，哪来的生育补贴，更别说一怀孕就被辞退,5094785725764078,3,陕西,Tue Oct 29 12:10:36 +0800 2024,0,何哈哈0-0,f,27
就为这点儿钱 花那么多时间 跑那么多部门 生个累赘 一辈子生育损伤 一辈子家务 我疯啦？,5094782613326284,4,宁夏,Tue Oct 29 11:58:14 +0800 2024,0,试试就试试看看看看看看,f,44
假的，根本领不到这么多，浙江,5094779560396305,3,山东,Tue Oct 29 11:46:06 +0800 2024,0,努力奋斗加爱你,m,14
不觉得领取很麻烦吗？？,5094816199215893,1,北京,Tue Oct 29 14:11:42 +0800 2024,0,小草泥Jed,m,11
坐标江苏，不仅领到生育津贴，还有产检补贴，营养费，老公陪产津贴，生育津贴占大头，其他很少，但是都有，生孩子医保几乎全报的，自己就出了住院费和无痛分娩费，其他杂费，都是不在医保范围的,5094792055495112,1,江苏,Tue Oct 29 12:35:45 +0800 2024,0,Rain_糖糖,f,90
我一路产检+剖腹产+产后住院一周+宝宝住新生儿科一周，一共花费一万多，报销完自费998，还白拿六个月工资四万多[害羞],5094783989580417,1,广东,Tue Oct 29 12:03:42 +0800 2024,0,Niuuuuuunnn,f,59
和着不参保的农名工没钱呗,5094783699653366,2,浙江,Tue Oct 29 12:02:33 +0800 2024,0,一片桂树林,m,12
2022年领过一次，2w5左右[doge],5094783322688147,2,四川,Tue Oct 29 12:01:03 +0800 2024,0,------Zou,f,21
好麻烦  还是不生了,5094781996766471,1,贵州,Tue Oct 29 11:55:47 +0800 2024,0,是舒舒呦丶,f,10
[good],5097224476295529,0,山西,Tue Nov 05 05:41:20 +0800 2024,0,春天445_703,m,6
要不是我怀着孕，我就信了。目前只用了产检补贴，失业，用不了生育险。,5096207494415728,0,广东,Sat Nov 02 10:20:12 +0800 2024,0,挠头想起什么昵称好,f,33
各个地方不同   就这一条已经卡死百分之九十九了！！,5095170293368660,0,山东,Wed Oct 30 13:38:44 +0800 2024,0,心门难启,f,26
生育津贴先留着，必须用得上,5094927209857936,0,湖南,Tue Oct 29 21:32:48 +0800 2024,0,一一一俏2009,f,13
时间点有些不对，像生产报销我这边医院是6个月，生产津贴是3年内[doge],5094870853877920,0,广东,Tue Oct 29 17:48:51 +0800 2024,0,PZZ_GZ,f,37
能不能直接点，发到手[笑cry],5094856630468893,0,广东,Tue Oct 29 16:52:20 +0800 2024,0,淡檹,f,16
没有任何意义,5094856562577000,0,广东,Tue Oct 29 16:52:05 +0800 2024,0,HFxuu,f,6
@半熟芝士真的不好吃,5094856320354410,0,河南,Tue Oct 29 16:51:07 +0800 2024,0,段力源开心点,f,10
@爱吃甜的稻草人,5094855842466554,0,江苏,Tue Oct 29 16:49:13 +0800 2024,0,Ma誌Yuan,m,8
我告诉你，你们一个都领不到,5094855640876064,0,广西,Tue Oct 29 16:48:25 +0800 2024,0,咪脒大大嘀,m,13
@Lalalathing,5094854587583910,0,重庆,Tue Oct 29 16:44:14 +0800 2024,0,黄源可以的,m,12
发明这个补贴的人开心就好。生不生跟这个补贴也没多大关系。毕竟生养更花钱和精力，这些钱不够塞牙缝呢^_^,5094854478006647,0,浙江,Tue Oct 29 16:43:48 +0800 2024,0,哩昂正,m,51
@木瓜豆腐k,5094854012961034,0,北京,Tue Oct 29 16:41:56 +0800 2024,0,啤酒炖小包,f,6
一堆假大空，直接发钱不行吗，不分是否在职，生一个就发5万或者10万，肯定会激励一部分人生的,5094853552375928,0,广西,Tue Oct 29 16:40:07 +0800 2024,0,种有一颗小太阳,f,45
啊？那我生孩子什么都没有领到，感觉错过一个亿[二哈][二哈],5094852639591869,0,四川,Tue Oct 29 16:36:30 +0800 2024,0,Hi夏海,f,30
@安得猛士C,5094852148593068,0,山东,Tue Oct 29 16:34:32 +0800 2024,0,小丫么小二郎NA,f,6
@宇宙无敌小窦逗,5094851740437244,0,河南,Tue Oct 29 16:32:55 +0800 2024,0,Tsuki_Wmmmmm,f,8
无指证剖腹产 职工医保报销剖腹产生育费用还要少1200 还说什么鼓励生育个p[二哈],5094851578432088,0,湖南,Tue Oct 29 16:32:17 +0800 2024,0,哈喽Bingbing_,f,42
很多原来就有的补贴，这回给你拆开了然后稍微多了一点，加起来估计也就比之前多了1.3万,5094848774018012,0,浙江,Tue Oct 29 16:21:08 +0800 2024,0,羊小鱼jojo,f,42
图片评论 http://t.cn/A6ncpIOj,5094847105469602,0,广东,Tue Oct 29 16:14:30 +0800 2024,0,Hxm-黃學明,m,25
自己教，可以领吗,5094846724050897,0,江苏,Tue Oct 29 16:12:59 +0800 2024,0,hello_peas豆豆,f,8
@-LJIAMNG,5094845062583252,0,辽宁,Tue Oct 29 16:06:23 +0800 2024,0,梦幻的流溪,m,9
说到底不还是为那些有正式工作的人服务的么[微笑],5094844935967963,0,山东,Tue Oct 29 16:05:53 +0800 2024,0,发大财的小羊_,f,24
没钱别结婚别生孩子，别让自己入不敷出的生活雪上加霜……,5094844900838618,0,广西,Tue Oct 29 16:05:44 +0800 2024,0,风携意,f,27
不要误导好吗，很多补贴都是有条件的，二胎三胎才能领[摊手]天天都是这种哗众取宠的消息，实际能领的只有生育补贴,5094840877191504,0,浙江,Tue Oct 29 15:49:45 +0800 2024,0,给我20斤车厘子,f,54
那个，我想问一下现在咱们老龄化到底什么程度了？,5094838701654333,0,河北,Tue Oct 29 15:41:06 +0800 2024,0,逍遥行四海,f,23
怀孕中，证明这些都是瞎写的,5094835742313112,0,福建,Tue Oct 29 15:29:21 +0800 2024,0,斯瑞爱厦,f,13
孩子五岁能领不,5094833893671145,0,广东,Tue Oct 29 15:21:59 +0800 2024,0,LikeEnxi,f,7
所谓各地不一样，不就是让各地自己看着办嘛[挖鼻],5094833244867237,0,广东,Tue Oct 29 15:19:25 +0800 2024,0,桓Sun生,m,24
每一个地方都落实不了那么多钱,5094830489469952,0,山东,Tue Oct 29 15:08:29 +0800 2024,0,当代迅哥儿_beiny,f,14
